2026-05-17 05:26:20.663 | INFO     | common_api:common_log:1357 - 로그인 창 열기 성공!
2026-05-17 05:26:20.990 | INFO     | db_manager:__init__:116 - [DB] 연결 완료: c:\OpenAPI\data\trade_data.db
2026-05-17 05:26:31.120 | INFO     | common_api:common_log:1357 - 로그인 성공!
2026-05-17 05:26:31.121 | INFO     | common_api:get_is_paper_trading:186 - 실서버에 접속 중입니다.
2026-05-17 05:26:31.123 | DEBUG    | common_api:get_stock_code_name_dict:249 - NXT 대체거래소 가능 종목 수: 634
2026-05-17 05:26:31.172 | INFO     | common_api:_load_sector_json:311 - [업종맵] krx_sector.json 4072개 적용 완료
2026-05-17 05:26:31.179 | INFO     | common_api:_load_sector_json:311 - [업종맵] sector_config.json 110개 적용 완료
2026-05-17 05:26:31.940 | INFO     | common_api:_load_sector_xlsx:294 - [업종맵] sector_list.xlsx 2755개 적용 완료
2026-05-17 05:26:31.941 | INFO     | common_api:_build_sector_map:278 - [업종맵] 최종 4079개 종목 매핑 완료
2026-05-17 05:26:31.943 | DEBUG    | __main__:on_finished_password_settings:2491 - 계좌번호: 3942643011 정보 조회를 시작합니다.
2026-05-17 05:26:31.948 | INFO     | common_api:send_tr_request:323 - Executing TR request fuction: <bound method KiwoomAPI.get_account_balance of <__main__.CustomAutoTrader object at 0x07044658>>, func_args: [0]
2026-05-17 05:26:32.033 | INFO     | common_api:_receive_msg:1291 - Received MSG! 화면번호: 5001, 사용자 구분명: opw00018_req, TR이름: opw00018, 메세지: [100000] 조회가 완료되었습니다
2026-05-17 05:26:32.034 | INFO     | common_api:common_log:1357 - [100000] 조회가 완료되었습니다
2026-05-17 05:26:32.038 | INFO     | __main__:on_done_loading_basic_info:1995 - [시장차트] 선물 코드: 101G2606
2026-05-17 05:26:32.040 | INFO     | common_api:register_market_indices:1412 - [시장차트] KOSPI 실시간 등록
2026-05-17 05:26:32.043 | INFO     | common_api:register_market_indices:1412 - [시장차트] KOSDAQ 실시간 등록
2026-05-17 05:26:32.046 | INFO     | common_api:register_market_indices:1418 - [시장차트] 선물(101G2606) 실시간 등록
2026-05-17 05:26:32.047 | INFO     | __main__:_load_holding_from_db:2193 - [DB] 보유종목 1개 불러옴
2026-05-17 05:26:32.047 | INFO     | __main__:_load_holding_from_db:2195 -   005930 삼성전자 | 진입 20260516 @ 69,000.0 | 상태 보유
2026-05-17 05:26:32.050 | INFO     | common_api:common_log:1357 - [DB] 보유종목 1개 복원 완료
2026-05-17 05:26:32.051 | INFO     | common_api:common_log:1357 - 기본 정보 로딩 완료!
2026-05-17 05:26:36.697 | INFO     | common_api:send_tr_request:323 - Executing TR request fuction: <bound method KiwoomAPI._send_opt10081_investor_vol of <__main__.CustomAutoTrader object at 0x07044658>>, func_args: ['000660_AL']
2026-05-17 05:26:36.715 | INFO     | common_api:_send_opt10081_investor_vol:502 - [opt10081 vol] 요청: 000660_AL
2026-05-17 05:26:36.764 | INFO     | common_api:_on_opt10081_investor_vol_req:952 - [opt10081 vol] 600건 캐시 완료
2026-05-17 05:26:36.946 | INFO     | common_api:send_tr_request:323 - Executing TR request fuction: <bound method KiwoomAPI._send_opt10059 of <__main__.CustomAutoTrader object at 0x07044658>>, func_args: ['000660_AL', '20260517', '1', '0', '1']
